Index,Order ID,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel ,SKU,Category,Size,Qty,Currency,Amount,Ship-City,Ship-State,Ship-Postal-Code,Ship-Country
12079,408-2418774-3741132,2418774,Women,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS797-KR-S,T-Shirt,6XL,1,INR,798.00,CUTTACK,ODISHA,753012,IN
12080,408-2796553-3737150,2796553,Men,22,Senior,2022-11-05,November,Delivered,Flipkart,VOLS16,Activwear,S,1,INR,715.00,KOLKATA,WEST BENGAL,700027,IN
12081,407-6755231-0470706,6755231,Women,23,Senior,2022-11-05,November,Delivered,Amazon,VOLS90-KR-DPT-XXL,T-Shirt,XS,1,INR,666.00,tirupathi,ANDHRA PRADESH,517501,IN
12082,407-6755231-0470706,6755231,Men,29,Senior,2022-11-05,November,Delivered,VS Website,VOLS025-KR-XXXL,Activwear,S,1,INR,735.00,HYDERABAD,TELANGANA,500049,IN
12083,171-3250044-6899540,3250044,Men,33,Senior,2022-11-05,November,Delivered,Amazon,VOLS722-KR-L,Sweatshirt,XL,1,INR,696.00,SRINAGAR,JAMMU & KASHMIR,190001,IN
12084,402-0716249-2629940,716249,Men,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS8-SET-XXXL,Activwear,XXL,1,INR,725.00,Gurugram,HARYANA,122003,IN
12085,402-0716249-2629940,716249,Women,26,Senior,2022-11-05,November,Delivered,Flipkart,VOLS690-TU-M,T-Shirt,XXL,1,INR,459.00,NEW DELHI,DELHI,110009,IN
12086,402-4520594-8591559,4520594,Men,31,Senior,2022-11-05,November,Delivered,Amazon,VOLS56-KR-NP-XXXL,Activwear,S,1,INR,735.00,NOIDA,UTTAR PRADESH,201301,IN
12087,407-6072101-2174734,6072101,Women,29,Senior,2022-11-05,November,Delivered,Amazon,VOLS04-KR-DPT-S,T-Shirt,XXL,1,INR,318.00,KALYAN,MAHARASHTRA,421306,IN
12088,406-0551028-2361901,551028,Women,31,Senior,2022-11-05,November,Delivered,Amazon,VOLS84-KR-PP-S,T-Shirt,XXL,1,INR,635.00,HYDERABAD,TELANGANA,500072,IN
12089,406-5092763-1817944,5092763,Men,32,Senior,2022-11-05,November,Delivered,Flipkart,VOLS58-KR-NP-S,Activwear,XL,1,INR,761.00,HYDERABAD,TELANGANA,500007,IN
12090,404-6945541-4775533,6945541,Women,26,Senior,2022-11-05,November,Returned,Amazon,VOLS690-TU-XS,T-Shirt,L,1,INR,299.00,KARWAR,KARNATAKA,581396,IN
12091,403-2091571-1911526,2091571,Women,27,Senior,2022-11-05,November,Delivered,Amazon,VOLS45-KR-NP-XS,T-Shirt,XL,1,INR,544.00,HYDERABAD,TELANGANA,500030,IN
12092,406-6884193-8162738,6884193,Women,30,Senior,2022-11-05,November,Delivered,Amazon,VOLS31-KR-NP-XL,T-Shirt,L,1,INR,335.00,NAGPUR,MAHARASHTRA,440013,IN
12093,403-7704876-3709113,7704876,Women,23,Senior,2022-11-05,November,Delivered,Amazon,VOLS00-KR-NP-XL,T-Shirt,S,1,INR,459.00,HYDERABAD,TELANGANA,502032,IN
12094,405-3078440-2417963,3078440,Women,33,Senior,2022-11-05,November,Delivered,Flipkart,VOLS68-KR-NP-XS,T-Shirt,3XL,1,INR,299.00,KOLKATA,WEST BENGAL,700141,IN
12095,171-4594240-1494754,4594240,Men,23,Senior,2022-11-05,November,Delivered,Flipkart,VOLS49-KR-NP-M,Sweatshirt,3XL,1,INR,699.00,THIRUVANANTHAPURAM,KERALA,695611,IN
12096,171-6732909-1832323,6732909,Women,26,Senior,2022-11-05,November,Delivered,Flipkart,VOLS1-TP-XL,T-Shirt,6XL,1,INR,699.00,Nashik,MAHARASHTRA,422003,IN
12097,171-6732909-1832323,6732909,Women,19,Junior,2022-11-05,November,Delivered,Amazon,VOLS510-KR-XXL,T-Shirt,5XL,1,INR,699.00,HISAR,HARYANA,125001,IN
12098,402-6276842-1409131,6276842,Women,25,Senior,2022-11-05,November,Delivered,VS Website,VOLS33-KR-DPT-XXL,Bottomwear,L,1,INR,301.00,MUMBAI,MAHARASHTRA,400097,IN
12099,405-1831345-7205930,1831345,Men,19,Junior,2022-11-05,November,Delivered,Amazon,VOLS84-KR-PP-M,Sweatshirt,S,1,INR,699.00,BHUBANESWAR,ODISHA,751012,IN
12100,403-6072114-5077135,6072114,Women,24,Senior,2022-11-05,November,Delivered,Amazon,VOLS00-KR-NP-XL,T-Shirt,XS,1,INR,422.00,POTHIA,BIHAR,855117,IN
12101,402-9342874-4065166,9342874,Women,32,Senior,2022-11-05,November,Delivered,Flipkart,VOLS84-KR-PP-M,Sweatshirt,3XL,1,INR,568.00,MARGAO,GOA,403601,IN
12102,403-7935607-2109113,7935607,Men,21,Senior,2022-11-05,November,Delivered,Flipkart,VOLS5-DR-L,Sweatshirt,M,1,INR,699.00,KANKE,JHARKHAND,834006,IN
12103,402-6268066-5725120,6268066,Men,37,Senior,2022-11-05,November,Delivered,Amazon,VOLS3-DR-L,Activwear,L,1,INR,899.00,MUMBAI,MAHARASHTRA,400095,IN
12104,403-0900614-9226702,900614,Men,21,Senior,2022-11-05,November,Delivered,Flipkart,VOLS461-KR-L,Activwear,XL,1,INR,735.00,LUDHIANA,PUNJAB,141001,IN
12105,404-4646601-1550739,4646601,Men,21,Senior,2022-11-05,November,Delivered,Flipkart,VOLS28,Activwear,L,1,INR,725.00,VASAI VIRAR,MAHARASHTRA,401303,IN
12106,406-8810314-2165153,8810314,Women,30,Senior,2022-11-05,November,Delivered,Flipkart,VOLS675-TU-XS,Sweatshirt,XL,1,INR,622.00,COIMBATORE,TAMIL NADU,641017,IN
12107,406-9630465-1657125,9630465,Women,24,Senior,2022-11-05,November,Delivered,Amazon,VOLS6-TP-XL,Sweatshirt,S,1,INR,699.00,BHUJ,GUJARAT,370427,IN
12108,403-4706464-2011532,4706464,Women,29,Senior,2022-11-05,November,Delivered,Amazon,VOLS068-KR-A-L,Topwear,XL,1,INR,421.00,HYDERABAD,TELANGANA,500046,IN
12109,405-2970919-4550752,2970919,Men,20,Junior,2022-11-05,November,Delivered,Amazon,VOLS463-KR-M,Sweatshirt,M,1,INR,828.00,NEW RAIPUR,CHHATTISGARH,492015,IN
12110,406-2479819-8125104,2479819,Women,32,Senior,2022-11-05,November,Delivered,VS Website,VOLS785-KR-XXXL,T-Shirt,XL,1,INR,635.00,CHANDIGARH,CHANDIGARH,160101,IN
12111,402-5092442-1101927,5092442,Women,36,Senior,2022-11-05,November,Delivered,Amazon,VOLS801-KR-M,Activwear,Free,1,INR,377.00,INDORE,MADHYA PRADESH,452016,IN
12112,406-8297296-5259551,8297296,Women,19,Junior,2022-11-05,November,Delivered,Amazon,VOLS1-TP-M,T-Shirt,3XL,1,INR,376.00,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN
12113,406-5513640-9317163,5513640,Men,30,Senior,2022-11-05,November,Delivered,Amazon,VOLS906-KR-031-XS,Sweatshirt,L,1,INR,635.00,BENGALURU,KARNATAKA,560066,IN
12114,404-7765178-7104353,7765178,Women,20,Junior,2022-11-05,November,Delivered,Flipkart,VOLS64-KR-NP-XXXL,Sweatshirt,S,1,INR,771.00,KOLKATA,WEST BENGAL,700014,IN
12115,408-0476965-0495566,476965,Women,21,Senior,2022-11-05,November,Delivered,Flipkart,VOLS27-KR-DPT-XL,Sweatshirt,3XL,1,INR,696.00,HASSAN,KARNATAKA,573201,IN
12116,406-4720912-2519540,4720912,Women,21,Senior,2022-11-05,November,Delivered,Amazon,VOLS431-KR-XL,T-Shirt,M,1,INR,499.00,IMPHAL,MANIPUR,795002,IN
12117,406-3915406-9265126,3915406,Women,28,Senior,2022-11-05,November,Delivered,Flipkart,VOLS483-KR-XXL,Topwear,XL,1,INR,518.00,KOLKATA,WEST BENGAL,700012,IN
12118,171-4343049-7938757,4343049,Women,22,Senior,2022-11-05,November,Delivered,VS Website,VOLS45-KR-NP-S,T-Shirt,M,1,INR,495.00,VARANASI,UTTAR PRADESH,221010,IN
12119,408-6641797-4078765,6641797,Men,26,Senior,2022-11-05,November,Delivered,Amazon,VOLS710-DR-S,Sweatshirt,XL,1,INR,565.00,BENGALURU,KARNATAKA,560035,IN
12120,405-5266554-7591521,5266554,Men,18,Junior,2022-11-05,November,Delivered,Flipkart,VOLS54-KR-NP-L,Sweatshirt,XS,1,INR,685.00,NOIDA,UTTAR PRADESH,201301,IN
12121,407-6083951-3617913,6083951,Women,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS8-DR-XL,Sweatshirt,XL,1,INR,699.00,SIDLAGHATTA,KARNATAKA,562105,IN
12122,406-0424217-2957108,424217,Men,19,Junior,2022-11-05,November,Delivered,Flipkart,VOLS69-KR-NP-L,Activwear,L,1,INR,864.00,BENGALURU,KARNATAKA,560075,IN
12123,408-3827989-7405936,3827989,Men,28,Senior,2022-11-05,November,Delivered,Flipkart,VOLS28-KR-NP-XS,Activwear,S,1,INR,699.00,CHENNAI,TAMIL NADU,600090,IN
12124,407-9829945-1693925,9829945,Men,21,Senior,2022-11-05,November,Delivered,Amazon,VOLS3-ST-SR-XXXL,Sweatshirt,XL,1,INR,631.00,KOLKATA,WEST BENGAL,700039,IN
12125,407-1884414-5513119,1884414,Men,26,Senior,2022-11-05,November,Delivered,Flipkart,VOLS004-KR-XXXL,Sweatshirt,XXL,1,INR,699.00,NOIDA,UTTAR PRADESH,201301,IN
12126,407-3335536-7287551,3335536,Women,24,Senior,2022-11-05,November,Delivered,Flipkart,VOLS4-TP-PJ-L,T-Shirt,S,1,INR,544.00,NEW DELHI,DELHI,110084,IN
12127,408-9734090-6637909,9734090,Men,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS797-KR-S,Activwear,XXL,1,INR,771.00,VIJAYAWADA,ANDHRA PRADESH,520012,IN
12128,171-7202379-7353107,7202379,Women,25,Senior,2022-11-05,November,Delivered,Flipkart,VOLS6-SKD-L,T-Shirt,3XL,1,INR,709.00,VELLORE,TAMIL NADU,632515,IN
12129,171-9832182-2317909,9832182,Women,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS641-TP-N-XS,T-Shirt,XXL,1,INR,499.00,Udaipur,RAJASTHAN,313001,IN
12130,404-4996919-4793938,4996919,Men,31,Senior,2022-11-05,November,Delivered,Flipkart,VOLS40-KR-NP-L,Activwear,L,1,INR,825.00,GUWAHATI,ASSAM,781020,IN
12131,404-2013002-4312352,2013002,Men,25,Senior,2022-11-05,November,Delivered,VS Website,VOLS618-KR-M,Sweatshirt,XXL,1,INR,699.00,THANE,MAHARASHTRA,400615,IN
12132,405-6836990-3136307,6836990,Women,24,Senior,2022-11-05,November,Delivered,Flipkart,VOLS160-KR-G-M,T-Shirt,XS,1,INR,517.00,KUDAL,MAHARASHTRA,416520,IN
12133,408-2845296-8422750,2845296,Men,19,Junior,2022-11-05,November,Delivered,Flipkart,VOLS9-DR-XXL,Sweatshirt,S,1,INR,597.00,KOLLAM,KERALA,691503,IN
12134,406-8501111-6712344,8501111,Women,30,Senior,2022-11-05,November,Delivered,Amazon,VOLS04-KR-NP-XXL,T-Shirt,6XL,1,INR,869.00,MUMBAI,MAHARASHTRA,400022,IN
12135,406-8501111-6712344,8501111,Women,21,Senior,2022-11-05,November,Delivered,Amazon,VOLS421-KR-N-L,T-Shirt,5XL,1,INR,836.00,Dhakholi,PUNJAB,140603,IN
12136,403-8578770-7045902,8578770,Women,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS50-KR-SHA-S,Sweatshirt,L,1,INR,699.00,BENGALURU,KARNATAKA,560006,IN
12137,403-2894081-8567515,2894081,Women,24,Senior,2022-11-05,November,Delivered,Amazon,VOLS05,T-Shirt,S,1,INR,499.00,KOLKATA,WEST BENGAL,700039,IN
12138,407-0718190-9783522,718190,Men,24,Senior,2022-11-05,November,Delivered,Amazon,VOLS531-KR-S,Activwear,3XL,1,INR,688.00,HYDERABAD,TELANGANA,500091,IN
12139,404-6549846-8584346,6549846,Women,33,Senior,2022-11-05,November,Delivered,Flipkart,VOLS675-TU-XXL,Sweatshirt,XS,1,INR,699.00,SERAMPORE,WEST BENGAL,712249,IN
12140,171-9767746-8195556,9767746,Men,30,Senior,2022-11-05,November,Delivered,Amazon,VOLS171-KR-437-XS,Sweatshirt,L,1,INR,563.00,MUMBAI,MAHARASHTRA,400018,IN
12141,402-2425129-3829907,2425129,Women,21,Senior,2022-11-05,November,Delivered,Flipkart,VOLS61-KR-PP-S,T-Shirt,L,1,INR,749.00,BENGALURU,KARNATAKA,560077,IN
12142,406-3716000-0033931,3716000,Women,31,Senior,2022-11-05,November,Delivered,Flipkart,VOLS3-SET-M,Sweatshirt,S,1,INR,560.00,Eranakulam,KERALA,682308,IN
12143,405-6436216-9357151,6436216,Women,37,Senior,2022-11-05,November,Delivered,Flipkart,VOLS23,Sweatshirt,XS,1,INR,852.00,JAIPUR,RAJASTHAN,302020,IN
12144,406-9770264-4205148,9770264,Women,30,Senior,2022-11-05,November,Delivered,Amazon,VOLS5-SET-XL,Sweatshirt,XS,1,INR,664.00,SHIMLA,HIMACHAL PRADESH,171001,IN
12145,404-6869770-7201143,6869770,Men,28,Senior,2022-11-05,November,Delivered,Flipkart,VOLS1-TP-M,Activwear,XL,1,INR,735.00,UPPER TADONG,SIKKIM,737135,IN
12146,171-3768925-0675503,3768925,Women,33,Senior,2022-11-05,November,Delivered,Amazon,VOLS396-KR-XXL,T-Shirt,XS,1,INR,666.00,MOHALI,PUNJAB,140301,IN
12147,403-4882263-6918760,4882263,Men,26,Senior,2022-11-05,November,Delivered,VS Website,VOLS461-KR-L,Activwear,S,1,INR,771.00,KALYAN,MAHARASHTRA,400612,IN
12148,404-1128318-1975530,1128318,Women,33,Senior,2022-11-05,November,Delivered,Flipkart,VOLS04-KR-DPT-M,Sweatshirt,L,1,INR,660.00,RAMNAGAR,WEST BENGAL,721446,IN
12149,405-8235581-6804316,8235581,Men,26,Senior,2022-11-05,November,Delivered,Amazon,VOLS81-KR-PP-M,Activwear,XL,1,INR,885.00,GURUGRAM,HARYANA,122018,IN
12150,404-4548692-0760338,4548692,Women,32,Senior,2022-11-05,November,Delivered,Amazon,VOLS797-KR-S,T-Shirt,M,1,INR,301.00,"Kalaiyanur, coimbatore",TAMIL NADU,641108,IN
12151,403-4505425-0900302,4505425,Men,21,Senior,2022-11-05,November,Delivered,Amazon,VOLS01-KR-NP-A-XS,Activwear,XL,1,INR,599.00,ANAND,GUJARAT,388120,IN
12152,406-0779911-2707531,779911,Women,29,Senior,2022-11-05,November,Delivered,Amazon,VOLS1-DR-M,T-Shirt,M,1,INR,277.00,TIRUVANNAMALAI,TAMIL NADU,606601,IN
12153,408-0472185-6198740,472185,Men,25,Senior,2022-11-05,November,Delivered,Flipkart,VOLS74-KR-NP-XL,Sweatshirt,3XL,1,INR,648.00,NEW DELHI,DELHI,110077,IN
12154,405-6524642-4463564,6524642,Men,28,Senior,2022-11-05,November,Delivered,Amazon,VOLS3068-KR-6XL,Sweatshirt,S,1,INR,857.00,HYDERABAD,TELANGANA,500023,IN
12155,408-9929975-2118741,9929975,Women,23,Senior,2022-11-05,November,Delivered,Flipkart,VOLS837-KR-L,Topwear,Free,1,INR,544.00,Hyderabad,TELANGANA,500072,IN
12156,408-9929975-2118741,9929975,Women,24,Senior,2022-11-05,November,Delivered,Amazon,VOLS373-KR-M,Sweatshirt,XXL,1,INR,699.00,PAURI,UTTARAKHAND,246174,IN
12157,408-3662037-1515565,3662037,Men,30,Senior,2022-11-05,November,Delivered,Flipkart,VOLS199-KR-411-A-XXXL,Sweatshirt,M,1,INR,699.00,PUNE,MAHARASHTRA,411021,IN
12158,406-8309196-7163559,8309196,Women,34,Senior,2022-11-05,November,Delivered,Amazon,VOLS08,T-Shirt,XS,1,INR,435.00,KHARGONE,MADHYA PRADESH,451113,IN
12159,406-9722288-6801908,9722288,Women,22,Senior,2022-11-05,November,Refunded,Amazon,VOLS721-KR-L,T-Shirt,3XL,1,INR,386.00,BENGALURU,KARNATAKA,560067,IN
12160,404-7264374-5490750,7264374,Men,24,Senior,2022-11-05,November,Delivered,Amazon,VOLS543-KR-XS,Activwear,S,1,INR,735.00,BAGASARA,GUJARAT,365440,IN
12161,408-4781051-5673114,4781051,Men,29,Senior,2022-10-05,October,Delivered,Amazon,VOLS797-KR-M,Activwear,S,1,INR,791.00,MUMBAI,MAHARASHTRA,400059,IN
12162,402-3117530-9702739,3117530,Men,19,Junior,2022-10-05,October,Delivered,Amazon,VOLS567-KR-XL,Activwear,L,1,INR,771.00,GOALPARA,ASSAM,783101,IN
12163,404-4613901-2698757,4613901,Women,19,Junior,2022-10-05,October,Returned,Amazon,VOLS93-KR-NP-L,T-Shirt,M,1,INR,352.00,CHENNAI,TAMIL NADU,600116,IN
12164,402-5951280-6364325,5951280,Men,23,Senior,2022-10-05,October,Delivered,Amazon,VOLS783-KR-S,Activwear,L,1,INR,581.00,Guntur,ANDHRA PRADESH,522007,IN
12165,408-9927049-3011552,9927049,Women,30,Senior,2022-10-05,October,Delivered,Amazon,VOLS014-KR-178-XXL,Topwear,L,1,INR,699.00,OZAR,MAHARASHTRA,422207,IN
12166,407-5757360-0334729,5757360,Men,28,Senior,2022-10-05,October,Cancelled,Flipkart,VOLS05-KR-NP-M,Bottomwear,3XL,1,INR,297.00,BIDHAN NAGAR,WEST BENGAL,700091,IN
12167,407-5757360-0334729,5757360,Women,22,Senior,2022-10-05,October,Delivered,Amazon,VOLS5-SET-XS,Bottomwear,S,1,INR,518.00,KALADHUNGI,UTTARAKHAND,263139,IN
12168,407-5757360-0334729,5757360,Men,29,Senior,2022-10-05,October,Delivered,Flipkart,VOLS652-TP-N-S,Bottomwear,3XL,1,INR,301.00,BENGALURU,KARNATAKA,560037,IN
12169,402-6247615-1262716,6247615,Women,29,Senior,2022-10-05,October,Delivered,Amazon,VOLS98-KR-PP-XL,Topwear,S,1,INR,599.00,LUCKNOW,UTTAR PRADESH,226016,IN
12170,402-4416964-6755536,4416964,Men,24,Senior,2022-10-05,October,Delivered,Amazon,VOLS2-KR-S,Activwear,M,1,INR,743.00,HIRIYUR,KARNATAKA,577598,IN
12171,171-8755070-6161112,8755070,Men,22,Senior,2022-10-05,October,Delivered,Flipkart,VOLS58-KR-PP-XXXL,Sweatshirt,XS,1,INR,799.00,Dharmadom,KERALA,670661,IN
12172,402-2449341-3851517,2449341,Men,25,Senior,2022-10-05,October,Delivered,Flipkart,VOLS2-TP-PJ-XXXL,Sweatshirt,S,1,INR,469.00,BENGALURU,KARNATAKA,560078,IN
12173,171-4059404-4288319,4059404,Women,22,Senior,2022-10-05,October,Delivered,Amazon,VOLS28-KR-DH-L,Sweatshirt,XL,1,INR,558.00,ROBERTSONPET,KARNATAKA,563120,IN
12174,402-5557858-4621159,5557858,Women,24,Senior,2022-10-05,October,Delivered,Amazon,VOLS1-XXL,T-Shirt,L,1,INR,318.00,GUWAHATI,ASSAM,781022,IN
12175,408-7089528-8168341,7089528,Men,32,Senior,2022-10-05,October,Delivered,Amazon,VOLS795-KR-S,Activwear,L,1,INR,715.00,CHERUTHAZHAM,KERALA,670307,IN
12176,402-6705166-6042727,6705166,Men,23,Senior,2022-10-05,October,Delivered,VS Website,VOLS92-KR-NP-M,Activwear,S,1,INR,885.00,HYDERABAD,TELANGANA,500001,IN
12177,171-3482753-7531560,3482753,Men,30,Senior,2022-10-05,October,Delivered,Amazon,VOLS567-KR-M,Activwear,L,1,INR,735.00,HYDERABAD,TELANGANA,500090,IN
12178,408-8692107-2856330,8692107,Women,34,Senior,2022-10-05,October,Delivered,Amazon,VOLS1-SKD-M,T-Shirt,L,1,INR,495.00,BANGALORE,KARNATAKA,560038,IN
12179,403-7195818-1897138,7195818,Men,24,Senior,2022-10-05,October,Delivered,Amazon,VOLS9-DR-L,Sweatshirt,XXL,1,INR,699.00,BENGALURU,KARNATAKA,560068,IN
12180,171-3249021-6069159,3249021,Men,24,Senior,2022-10-05,October,Delivered,VS Website,VOLS461-KR-XL,Activwear,XL,1,INR,771.00,GREAT NICOBAR,ANDAMAN & NICOBAR ,744302,IN
12181,171-3249021-6069159,3249021,Women,25,Senior,2022-10-05,October,Delivered,Amazon,VOLS904-DR-XXXL,T-Shirt,L,1,INR,299.00,RAIPUR,CHHATTISGARH,492001,IN
12182,407-4322654-5584356,4322654,Men,30,Senior,2022-10-05,October,Delivered,Amazon,VOLS659-TP-N-XL,Sweatshirt,L,1,INR,699.00,RANCHI,JHARKHAND,834010,IN
12183,407-4322654-5584356,4322654,Women,33,Senior,2022-10-05,October,Delivered,Flipkart,VOLS3-DR-S,Sweatshirt,S,1,INR,699.00,GUNTUR,ANDHRA PRADESH,522019,IN
12184,407-4322654-5584356,4322654,Women,23,Senior,2022-10-05,October,Delivered,Amazon,VOLS79-LC-L,Sweatshirt,S,1,INR,788.00,Kochi,KERALA,682023,IN
12185,407-4322654-5584356,4322654,Men,24,Senior,2022-10-05,October,Delivered,Amazon,VOLS405-KR-S,Sweatshirt,XL,1,INR,569.00,Salcete,GOA,403715,IN
12186,406-6652864-7365911,6652864,Women,23,Senior,2022-10-05,October,Delivered,Amazon,VOLS4-SKD-S,Sweatshirt,M,1,INR,631.00,CHENNAI,TAMIL NADU,600026,IN
12187,171-3778557-4171521,3778557,Women,33,Senior,2022-10-05,October,Delivered,Amazon,VOLS7-TP-SR-M,Topwear,XL,1,INR,493.00,NEW DELHI,DELHI,110018,IN
12188,403-7869125-5194767,7869125,Men,30,Senior,2022-10-05,October,Delivered,Flipkart,VOLS5-DR-XL,Activwear,3XL,1,INR,735.00,BENGALURU,KARNATAKA,560082,IN
12189,403-7869125-5194767,7869125,Women,23,Senior,2022-10-05,October,Refunded,Amazon,VOLS14-KR-NP-XL,T-Shirt,M,1,INR,487.00,FATEHABAD,HARYANA,125050,IN
12190,405-9220884-3534756,9220884,Men,23,Senior,2022-10-05,October,Delivered,Amazon,VOLS797-KR-S,Sweatshirt,3XL,1,INR,631.00,AHMEDABAD,GUJARAT,382345,IN
12191,408-7053934-6044345,7053934,Men,26,Senior,2022-10-05,October,Delivered,Amazon,VOLS543-KR-M,Sweatshirt,S,1,INR,699.00,Rewari,HARYANA,123401,IN
12192,405-8750617-2586725,8750617,Men,31,Senior,2022-10-05,October,Delivered,Amazon,VOLS9-ST-SR-L,Activwear,S,1,INR,735.00,NEW DELHI,DELHI,110047,IN
12193,405-7594218-8409961,7594218,Women,28,Senior,2022-10-05,October,Refunded,Amazon,VOLS5-SET-XL,T-Shirt,M,1,INR,353.00,TIRUNELVELI,TAMIL NADU,627109,IN
12194,402-3941549-5180313,3941549,Women,30,Senior,2022-10-05,October,Delivered,Amazon,VOLS80-KR-NP-XXXL,Sweatshirt,XL,1,INR,599.00,THANE,MAHARASHTRA,400602,IN
12195,404-1834485-5548321,1834485,Men,37,Senior,2022-10-05,October,Delivered,Amazon,VOLS01,Gymvest,3XL,1,INR,699.00,HYDERABAD,TELANGANA,500050,IN
12196,405-6748000-8455508,6748000,Women,28,Senior,2022-10-05,October,Refunded,Amazon,VOLS45-KR-NP-S,Topwear,XL,1,INR,540.00,Rohtak,HARYANA,124303,IN
12197,405-8721497-9040343,8721497,Men,34,Senior,2022-10-05,October,Delivered,Amazon,VOLS525-KR-UDF19BLACK-XS,Activwear,3XL,1,INR,735.00,AHMADNAGAR,MAHARASHTRA,414003,IN
12198,407-8574511-8151509,8574511,Women,30,Senior,2022-10-05,October,Refunded,Amazon,VOLS7-TP-M,T-Shirt,XXL,1,INR,487.00,BELAGAVI,KARNATAKA,590010,IN
12199,171-2463199-1920369,2463199,Women,31,Senior,2022-10-05,October,Refunded,Flipkart,VOLS28-KR-PP-A-XXXL,T-Shirt,S,1,INR,528.00,VASAI VIRAR,MAHARASHTRA,401201,IN
12200,406-1167716-5833138,1167716,Women,23,Senior,2022-10-05,October,Delivered,Amazon,VOLS33-KR-NP-XXXL,Sweatshirt,3XL,1,INR,699.00,THANE,MAHARASHTRA,421501,IN
12201,408-1846539-9633153,1846539,Men,22,Senior,2022-10-05,October,Delivered,Flipkart,VOLS800-KR-XXL,Sweatshirt,L,1,INR,788.00,Mysuru,KARNATAKA,570017,IN
12202,403-6727532-0313117,6727532,Men,27,Senior,2022-10-05,October,Delivered,Amazon,VOLS265-KR-501-L,Activwear,XS,1,INR,735.00,PATNA,BIHAR,800023,IN
12203,406-4355989-7083559,4355989,Women,32,Senior,2022-10-05,October,Refunded,Amazon,VOLS012-KR-XL,T-Shirt,S,1,INR,453.00,BENGALURU,KARNATAKA,560067,IN
12204,404-9898930-3335541,9898930,Women,25,Senior,2022-10-05,October,Delivered,Amazon,VOLS33-KR-DPT-XXL,Sweatshirt,L,1,INR,635.00,YADGIR,KARNATAKA,585202,IN
12205,406-4571730-1401915,4571730,Women,22,Senior,2022-10-05,October,Refunded,Amazon,VOLS364-KR-1051-A-M,Topwear,M,1,INR,518.00,MANGALURU,KARNATAKA,575019,IN
12206,407-7109569-5647525,7109569,Women,29,Senior,2022-10-05,October,Delivered,Flipkart,VOLS718-KR-M,Activwear,M,1,INR,735.00,OTTAPPALAM,KERALA,679516,IN
12207,406-1357962-0589153,1357962,Women,30,Senior,2022-10-05,October,Delivered,Flipkart,VOLS654-TP-M,Activwear,XXL,1,INR,842.00,BALLY,WEST BENGAL,711204,IN
12208,404-5136093-3217922,5136093,Women,18,Junior,2022-10-05,October,Delivered,Amazon,VOLS404-KR-S,Activwear,M,1,INR,735.00,LUCKNOW,UTTAR PRADESH,226020,IN
12209,406-7392866-8544303,7392866,Men,24,Senior,2022-10-05,October,Delivered,Flipkart,VOLS405-KR-M,Sweatshirt,S,1,INR,696.00,MUMBAI,MAHARASHTRA,400101,IN
12210,171-5838064-7337118,5838064,Women,27,Senior,2022-10-05,October,Delivered,Amazon,VOLS16-KR-NP-XL,Activwear,3XL,1,INR,899.00,PATNA,BIHAR,800013,IN
12211,402-1796683-3215510,1796683,Women,20,Junior,2022-10-05,October,Cancelled,Amazon,VOLS68-KR-NP-XL,Sweatshirt,M,1,INR,699.00,KALIAPANI,ODISHA,755028,IN
12212,407-2033089-5817958,2033089,Women,18,Junior,2022-10-05,October,Delivered,Amazon,VOLS837-KR-M,Sweatshirt,M,1,INR,699.00,KANPUR,UTTAR PRADESH,208004,IN
12213,403-2801306-2518734,2801306,Men,23,Senior,2022-10-05,October,Delivered,Amazon,VOLS703-KR-S,Sweatshirt,XL,1,INR,799.00,CHENNAI,TAMIL NADU,600092,IN
12214,407-1329675-2548354,1329675,Women,31,Senior,2022-10-05,October,Refunded,Flipkart,VOLS97-KR-NP-XS,T-Shirt,M,1,INR,481.00,TADONG,SIKKIM,737102,IN
12215,402-2111742-3540317,2111742,Men,26,Senior,2022-10-05,October,Cancelled,Flipkart,VOLS6-SET-L,Sweatshirt,XXL,1,INR,788.00,BENGALURU,KARNATAKA,560052,IN
12216,407-2406058-6606710,2406058,Women,24,Senior,2022-10-05,October,Delivered,Amazon,VOLS0-TP-PJ-M,Sweatshirt,L,1,INR,631.00,KATHUA,JAMMU & KASHMIR,184102,IN
12217,407-2406058-6606710,2406058,Women,31,Senior,2022-10-05,October,Refunded,Amazon,VOLS373-KR-XL,T-Shirt,3XL,1,INR,387.00,GREATER NOIDA,UTTAR PRADESH,201306,IN
12218,407-9177800-5077943,9177800,Men,24,Senior,2022-10-05,October,Delivered,Amazon,VOLS801-KR-L,Sweatshirt,XL,1,INR,499.00,MUMBAI,MAHARASHTRA,400087,IN
12219,407-6674466-4482738,6674466,Men,28,Senior,2022-10-05,October,Delivered,Amazon,VOLS3068-KR-4XL,Sweatshirt,3XL,1,INR,888.00,GURUGRAM,HARYANA,122001,IN
